Address,City,Property Type,Building Sq Ft,Estimated Units,Owner Name,Owner State,Tax Status,Zones,Distress Score,Google Maps Link
24205 SW 127 PL,Homestead,MULTIFAMILY 10 UNITS PLUS,165300,330,PRINCETON LANDINGS LLC,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.541219,-80.39755"
17650 CLEVELAND AVE,Cutler Bay,WAREHOUSE TERMINAL OR STG,164639,329,PALMETTO BAY STORAGE,FL,"Delinquent ($18,500)",CRA: West Perrine + OZ: 83.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.605586,-80.352053"
4320 NW 167 ST,Miami Gardens,STORE,164445,328,EYP MIAMI LLC,FL,"Delinquent ($18,500)",OZ: 5.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.924139,-80.272614"
1601 DREXEL AVE,Miami Beach,MIXED USE-STORE/RESIDENTIAL,164126,328,420 LINCOLN ROAD DEVELOPMENT LLC,FL,"Delinquent ($8,000)",CRA: Miami Beach City Center,3/6,"https://www.google.com/maps/search/?api=1&query=25.789502,-80.132721"
10701 SW 211 ST,Homestead,AUTOMOTIVE OR MARINE,164009,328,BIJ MOTORS CUTLER BAY LLC,FL,"Delinquent ($18,500)",OZ: 106.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.573128,-80.365439"
2801 NW 74 AVE,Miami,WAREHOUSE TERMINAL OR STG,163375,326,NEW WORLD TRADE CTR II,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.799186,-80.315811"
1156 NW 79 ST,Miami,MULTIFAMILY 10 UNITS PLUS,162923,325,SUNSET POINTE ASSOCIATES LTD,FL,"Delinquent ($18,500)",CRA: NW 79th Street + OZ: 10.04,3/6,"https://www.google.com/maps/search/?api=1&query=25.845777,-80.21632"
975 NW 95 ST,Hialeah,EDUCATIONAL/SCIENTIFIC - EX,161909,323,ADES FAMILY FOUNDATION INC,FL,"Delinquent ($18,500)",OZ: 4.08,3/6,"https://www.google.com/maps/search/?api=1&query=25.862269,-80.212529"
29003 S DIXIE HWY,Miami-Dade County,MULTIFAMILY 10 UNITS PLUS,161053,322,FAIR OAKS LLC,FL,"Delinquent ($8,000)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.497061,-80.447951"
18275 SW 98 AVENUE RD,Cutler Bay,MULTIFAMILY 10 UNITS PLUS,161012,322,PALMETTO BAY TH LLC,FL,"Delinquent ($18,500)",OZ: 82.08,3/6,"https://www.google.com/maps/search/?api=1&query=25.600498,-80.350852"
18096 SW 107 AVE,Cutler Bay,MULTIFAMILY 10 UNITS PLUS,160220,320,CENTERRA ASSOC LTD,FL,"Delinquent ($18,500)",CRA: West Perrine,3/6,"https://www.google.com/maps/search/?api=1&query=25.601218,-80.366772"
4800 NW 37 AVE,Miami,LIGHT MANUFACTURING,159535,319,FACTORY TOWN HOLDINGS LLC,FL,"Delinquent ($8,000)",OZ: 17.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.817949,-80.257729"
1500 E MOWRY DR,Miami-Dade County,MULTIFAMILY 10 UNITS PLUS,158116,316,COLONY LK PRESERVATION L P,FL,"Delinquent ($18,500)",OZ: 110.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.468525,-80.456235"
1201 NW 3 AVE,Miami,MULTIFAMILY 10 UNITS PLUS,158005,316,ISLAND LIVING APARTMENTS LTD,FL,"Delinquent ($8,000)",CRA: SE  Overtown/Park West + OZ: 34,3/6,"https://www.google.com/maps/search/?api=1&query=25.786074,-80.199598"
3775 NW 77 ST,Miami,WAREHOUSE TERMINAL OR STG,157002,314,LAPARKAN TRADING LTD,FL,"Delinquent ($18,500)",OZ: 9.03,3/6,"https://www.google.com/maps/search/?api=1&query=25.843397,-80.259042"
2060 NE 2 AVE,Miami,AUTOMOTIVE OR MARINE,156376,312,2060 NE 2ND AVENUE LLC,FL,"Delinquent ($8,000)",OZ: 27.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.796662,-80.191194"
3250 NW 65 ST,Miami,WAREHOUSE TERMINAL OR STG,155070,310,TRUJILLO BROTHERS OF,FL,"Delinquent ($18,500)",OZ: 9.03,3/6,"https://www.google.com/maps/search/?api=1&query=25.832836,-80.250553"
5660 NW 167 ST,Miami Gardens,STORE,154595,309,DORSAN DEV LTD,FL,"Delinquent ($18,500)",OZ: 5.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.923399,-80.291226"
25851 S DIXIE HWY,Homestead,MULTIFAMILY 10 UNITS PLUS,153818,307,CORAL BAY COVE LLC,FL,"Delinquent ($8,000)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.526025,-80.419861"
501 NW 5 AVE,Miami-Dade County,MULTIFAMILY 10 UNITS PLUS,153483,306,RIVER OAKS PARTNERS LTD,FL,"Delinquent ($8,000)",OZ: 114.03,3/6,"https://www.google.com/maps/search/?api=1&query=25.452815,-80.482019"
1177 NW 81 ST,Miami,PACKING PLANT,152809,305,JACOB FLEISHMAN & SONS INC,FL,"Delinquent ($18,500)",OZ: 10.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.849533,-80.21672"
26760 SW 142 AVE,Homestead,MULTIFAMILY 10 UNITS PLUS,150909,301,TOWER ROAD GARDENS LTD,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.518546,-80.42169"
14585 BISCAYNE BLVD,Hialeah,WHOLESALE OUTLET,149946,299,OLETA PARTNERS BISCAYNE,FL,"Delinquent ($18,500)",OZ: 1.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.909492,-80.156307"
3000 BISCAYNE BLVD,Miami,OFFICE BUILDING - MULTISTORY,149739,299,3050 BISCAYNE PROPERTIES LLC,FL,"Delinquent ($18,500)",OZ: 27.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.805762,-80.190115"
21288 BISCAYNE BLVD,Miami Gardens,WAREHOUSE TERMINAL OR STG,149522,299,PUBLIC STORAGE PROPERTIES VI INC,FL,"Delinquent ($8,000)",OZ: 1.34,3/6,"https://www.google.com/maps/search/?api=1&query=25.971909,-80.144317"
2410 NW 185 TER,Miami Gardens,MULTIFAMILY 10 UNITS PLUS,149071,298,PELICAN COVE ASSOCIATES LTD,FL,"Delinquent ($18,500)",CRA: Miami Gardens,3/6,"https://www.google.com/maps/search/?api=1&query=25.943526,-80.243032"
2360 COLLINS AVE,Miami Beach,HOTEL OR MOTEL,148514,297,DEAN MB PROPCO LLC,FL,"Delinquent ($18,500)",CRA: Miami Beach City Center,3/6,"https://www.google.com/maps/search/?api=1&query=25.799845,-80.127839"
15100 SW 272 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,148228,296,AMBAR TRAIL LTD,FL,"Delinquent ($8,000)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.512932,-80.435819"
3455 NW 54 ST,Miami,WAREHOUSE TERMINAL OR STG,147767,295,WSLP SEABOARD OWNER IX L P,FL,"Delinquent ($8,000)",OZ: 17.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.8241,-80.252293"
2800 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,147149,294,MIAMI AIRPORT IND EQUITIES &ETALS,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.799811,-80.314079"
2545 NW 20 ST,Miami,WAREHOUSE TERMINAL OR STG,146770,293,ACORN MINI STORAGE OF MIAMI LLC,FL,"Delinquent ($18,500)",OZ: 24.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.795031,-80.23809"
20507 S DIXIE HWY,Homestead,COMMUNITY SHOPPING CENTER,146658,293,BH RETAIL SOUTH DIXIE LLC,FL,"Delinquent ($18,500)",OZ: 106.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.572428,-80.369733"
1776 BISCAYNE BLVD,Miami,SUPERMARKET,146599,293,S BISCAYNE LLC,FL,"Delinquent ($18,500)",CRA: Omni + OZ: 27.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.793058,-80.189422"
2350 NW 54 ST,Miami,MULTIFAMILY 10 UNITS PLUS,145627,291,EHDOC PEPPER TOWERS LIMITED,FL,"Delinquent ($8,000)",OZ: 18.03,3/6,"https://www.google.com/maps/search/?api=1&query=25.823725,-80.235219"
19900 W COUNTRY CLUB DR,Miami Gardens,HOTEL OR MOTEL,145250,290,N SITE FEE OWNER LLC (FEE),FL,"Delinquent ($18,500)",OZ: 1.34,3/6,"https://www.google.com/maps/search/?api=1&query=25.959748,-80.139983"
1150 NW 72 AVE,Miami,OFFICE BUILDING - MULTISTORY,145061,290,ZEREP TOWERS LLC,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.782197,-80.313062"
10471 SW 216 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,144629,289,CUTLER VISTA HOUSING L P,FL,"Delinquent ($8,000)",OZ: 106.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.568741,-80.360549"
6101 SUNSET DR,Cutler Bay,MULTIFAMILY 10 UNITS PLUS,144130,288,METRO SOUTH SENIOR APARTMENTS LP,FL,"Delinquent ($18,500)",OZ: 76.03,3/6,"https://www.google.com/maps/search/?api=1&query=25.704658,-80.292249"
1551 NW 36 ST,Miami,MULTIFAMILY 10 UNITS PLUS,144066,288,FRIENDSHIP TOWER LTD,FL,"Delinquent ($8,000)",OZ: 25.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.810038,-80.222164"
3510 BISCAYNE BLVD,Miami,OFFICE BUILDING - MULTISTORY,142926,285,CRC COMMUNITY SUPPORT,FL,"Delinquent ($18,500)",OZ: 27.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.809589,-80.189894"
15302 SW 282 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,141006,282,MIAMI-DADE COUNTY,FL,"Delinquent ($18,500)",CRA: Naranja,3/6,"https://www.google.com/maps/search/?api=1&query=25.504075,-80.440036"
1150 W 79 ST,Hialeah,MULTIFAMILY 10 UNITS PLUS,140708,281,AIRRAS GROUP INC,FL,"Delinquent ($18,500)",OZ: 93.07,3/6,"https://www.google.com/maps/search/?api=1&query=25.893886,-80.306639"
8130 NW 74 AVE,Miami,LIGHT MANUFACTURING,140276,280,TA PALMETTO LOGISTICS,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.847862,-80.320372"
7205 NW 19 ST,Miami,OFFICE BUILDING - ONE STORY,139028,278,SPUS7 MIAMI ACC LAND LP,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.7916,-80.315437"
7705 NW 22 AVE,Miami,MULTIFAMILY 10 UNITS PLUS,139018,278,THE CORINTHIAN APARTMENTS LTD,FL,"Delinquent ($18,500)",CRA: NW 79th Street + OZ: 10.04,3/6,"https://www.google.com/maps/search/?api=1&query=25.845463,-80.23227"
1685 COLLINS AVE,Miami Beach,HOTEL OR MOTEL,138856,277,BEACH HOTEL ASSOCIATES LLC,FL,"Delinquent ($18,500)",CRA: Miami Beach City Center,3/6,"https://www.google.com/maps/search/?api=1&query=25.792143,-80.128582"
28300 S DIXIE HWY,Homestead,MULTIFAMILY 10 UNITS PLUS,138683,277,VERBENA LLC,FL,"Delinquent ($18,500)",CRA: Naranja,3/6,"https://www.google.com/maps/search/?api=1&query=25.504355,-80.441931"
106 PONCE DE LEON BLVD,Miami,SUPERMARKET,138394,276,PUBLIX SUPER MARKETS INC,FL,"Delinquent ($8,000)",OZ: 55.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.770958,-80.255015"
1110 E MOWRY DR,Miami-Dade County,MULTIFAMILY 10 UNITS PLUS,137682,275,R P G OF HOMESTEAD LTD,FL,"Delinquent ($18,500)",OZ: 111.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.469459,-80.461168"
106 PONCE DE LEON BLVD,Miami,SUPERMARKET,137654,275,PUBLIX SUPER MARKETS INC,FL,"Delinquent ($18,500)",OZ: 55.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.771545,-80.255104"
7000 NW 25 ST,Miami,WAREHOUSE TERMINAL OR STG,137560,275,JORKEN MIAMI LLC,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.796139,-80.311105"
2521 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,136918,273,ABRAMS-LLEWELLYN II LLC,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.797847,-80.312069"
10400 SW 216 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,136880,273,HAINLIN MILLS PRESERVATION LP,FL,"Delinquent ($18,500)",OZ: 106.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.566063,-80.359863"
777 SW 37 AVE,Miami,OFFICE BUILDING - MULTISTORY,136620,273,GENERAL FUNDING CORP,FL,"Delinquent ($18,500)",OZ: 55.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.765179,-80.254907"
3401 NW 17 AVE,Miami,MULTIFAMILY 10 UNITS PLUS,135669,271,ALLAPATTAH TRACE APARTMENTS LTD,FL,"Delinquent ($8,000)",OZ: 25.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.808024,-80.223575"
2137 NW 36 ST,Miami,MULTIFAMILY 10 UNITS PLUS,135284,270,SLATE MIAMI APARTMENTS,FL,"Delinquent ($8,000)",OZ: 24.04,3/6,"https://www.google.com/maps/search/?api=1&query=25.80987,-80.230742"
7499 NW 31 ST,Miami,WAREHOUSE TERMINAL OR STG,135256,270,PASSION GROWERS LLC,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.803059,-80.318733"
2431 NW 20 ST,Miami,LUMBER YARD OR MILL,134937,269,FLORIDA LUMBER CO,FL,"Delinquent ($18,500)",OZ: 24.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.794934,-80.23693"
2431 NW 20 ST,Miami,LUMBER YARD OR MILL,134937,269,FLORIDA LUMBER CO,FL,"Delinquent ($18,500)",OZ: 24.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.795664,-80.23724"
9910 HIBISCUS ST,Cutler Bay,MULTIFAMILY 10 UNITS PLUS,134794,269,HTG MERRICK LTD,FL,"Delinquent ($18,500)",CRA: West Perrine + OZ: 83.09,3/6,"https://www.google.com/maps/search/?api=1&query=25.604091,-80.352015"
300 SHARAZAD BLVD,Opa-Locka,MULTIFAMILY 10 UNITS PLUS,134146,268,RUDG TOWN CENTER LLC,FL,"Delinquent ($18,500)",CRA: Opa-Locka,3/6,"https://www.google.com/maps/search/?api=1&query=25.902239,-80.253589"
3150 NW 42 ST,Miami,MULTIFAMILY 10 UNITS PLUS,133893,267,REGATTA PLACE ASSOCIATES LTD,FL,"Delinquent ($18,500)",OZ: 17.02,3/6,"https://www.google.com/maps/search/?api=1&query=25.8131,-80.248089"
3300 NW 73 ST,Miami,WAREHOUSE TERMINAL OR STG,133883,267,GONZALEZ REAL ESTATE HOLDINGS LLC,FL,"Delinquent ($18,500)",CRA: NW 79th Street + OZ: 9.03,3/6,"https://www.google.com/maps/search/?api=1&query=25.839729,-80.253199"
1901 NW 79 ST,Miami,MULTIFAMILY 10 UNITS PLUS,133625,267,REGENCY POINTE APTS LTD &,FL,"Delinquent ($18,500)",CRA: NW 79th Street,3/6,"https://www.google.com/maps/search/?api=1&query=25.847717,-80.230077"
7000 NW 33 TER,Miami,WAREHOUSE TERMINAL OR STG,133196,266,PAULDAN LLC,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.804503,-80.311046"
5175 NE 2 CT,Miami,MULTIFAMILY 10 UNITS PLUS,132828,265,SPV J AND S NV LLC,FL,"Delinquent ($18,500)",OZ: 22.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.823821,-80.189605"
6301 NW 74 AVE,Miami,WAREHOUSE TERMINAL OR STG,132804,265,6300 NW 72 AVE INC,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.830996,-80.316447"
17800 SW 107 AVE,Cutler Bay,MULTIFAMILY 10 UNITS PLUS,132692,265,17800 SW 107 AVE LLC,FL,"Delinquent ($18,500)",CRA: West Perrine,3/6,"https://www.google.com/maps/search/?api=1&query=25.602612,-80.36586"
3475 NW 60 ST,Miami,WAREHOUSE TERMINAL OR STG,131889,263,OMNI REALTY INC,FL,"Delinquent ($18,500)",OZ: 17.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.829489,-80.251628"
850 N MIAMI BEACH BLVD,North Miami Beach,STORE,131504,263,SONTIC WARD INC,FL,"Delinquent ($18,500)",CRA: North Miami Beach,3/6,"https://www.google.com/maps/search/?api=1&query=25.927602,-80.182871"
70 E 7 ST,Miami,MULTIFAMILY 10 UNITS PLUS,131392,262,HIALEAH HOUSING AUTHORITY,FL,"Delinquent ($18,500)",OZ: 16.05,3/6,"https://www.google.com/maps/search/?api=1&query=25.827709,-80.280139"
2600 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,129863,259,MIAMI AIRPORT IND EQUITIES &ETALS,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.798803,-80.313882"
14311 SW 258 LN,Homestead,MULTIFAMILY 10 UNITS PLUS,128917,257,KEYS CROSSING LTD,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.527251,-80.423695"
14340 SW 260 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,128873,257,MCR LUMBER & MATERIALS SUPPLY INC,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.524936,-80.423747"
4401 NW 74 AVE,Miami,WAREHOUSE TERMINAL OR STG,128868,257,MIAMI AIRPORT IND EQUITIES &ETALS,FL,"Delinquent ($9,050)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.814809,-80.317089"
7650 NW 69 AVE,Miami,WAREHOUSE TERMINAL OR STG,128574,257,7600 MEDLEY INDUSTRIAL LLC,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.843124,-80.310778"
18901 SW 106 AVE,Homestead,STORE,127072,254,MMG CENTRE AT CUTLER BAY LLC,FL,"Delinquent ($8,000)",CRA: West Perrine,3/6,"https://www.google.com/maps/search/?api=1&query=25.590283,-80.362155"
26000 SW 144 AVENUE RD,Homestead,MULTIFAMILY 10 UNITS PLUS,126580,253,CIRCLE CREEK APARTMENTS LTD,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.524392,-80.425712"
14500 NE 6 AVE,North Miami,MIXED USE-STORE/RESIDENTIAL,126507,253,PANTHEON OCEAN KING,FL,"Delinquent ($18,500)",CRA: North Miami,3/6,"https://www.google.com/maps/search/?api=1&query=25.908754,-80.187809"
26710 SW 140 AVE,Homestead,MULTIFAMILY 10 UNITS PLUS,125405,250,WOODLAND GROVE APARTMENTS LLC,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.518492,-80.420378"
7001 NW 25 ST,Miami,WAREHOUSE TERMINAL OR STG,125168,250,GJT PARTNERS LLC,FL,"Delinquent ($8,000)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.797973,-80.310977"
601 NE 1 AVE,Miami,OFFICE BUILDING - MULTISTORY,125007,250,SIXTH STREET MIAMI PARTNERS LLC,FL,"Delinquent ($8,000)",CRA: SE  Overtown/Park West,3/6,"https://www.google.com/maps/search/?api=1&query=25.780199,-80.191295"
14701 NW 27 AVE,Opa-Locka,MULTIFAMILY 10 UNITS PLUS,124800,249,MIAMI-DADE COUNTY,FL,"Delinquent ($18,500)",CRA: Opa-Locka,3/6,"https://www.google.com/maps/search/?api=1&query=25.908331,-80.24315"
1260 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,124707,249,EL DORADO ENTERPRISES /MIAMI INC,FL,"Delinquent ($13,250)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.783197,-80.313067"
5400 NW 32 AVE,Miami,WAREHOUSE TERMINAL OR STG,123959,247,MLIP LLC,FL,"Delinquent ($18,500)",OZ: 17.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.824045,-80.249582"
14221 SW 267 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,123846,247,LA JOYA ESTATES LTD,FL,"Delinquent ($18,500)",CRA: Naranja Expansion,3/6,"https://www.google.com/maps/search/?api=1&query=25.519481,-80.421515"
2601 NW 207 ST,Miami Gardens,MULTIFAMILY 10 UNITS PLUS,122450,244,491 UNITS MIAMI GARDENS,FL,"Delinquent ($18,500)",CRA: Miami Gardens,3/6,"https://www.google.com/maps/search/?api=1&query=25.965213,-80.244877"
1690 NE 8 ST,Miami-Dade County,WAREHOUSE TERMINAL OR STG,121095,242,1590 HOMESTEAD,FL,"Delinquent ($18,500)",OZ: 110.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.475927,-80.454415"
4225 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,121001,242,DALBANI CORPORATION,FL,"Delinquent ($18,500)",OZ: 91,3/6,"https://www.google.com/maps/search/?api=1&query=25.812972,-80.312121"
3690 NW 62 ST,Miami,WAREHOUSE TERMINAL OR STG,120563,241,ALFONCITO INVESTMENTS INC,FL,"Delinquent ($8,000)",OZ: 17.01,3/6,"https://www.google.com/maps/search/?api=1&query=25.830342,-80.256559"
19503 BISCAYNE BLVD,Miami Gardens,DEPARTMENT STORE,703605,1407,AVENTURA MALL VENTURE,OH,Current,OZ: 1.34,1/6,"https://www.google.com/maps/search/?api=1&query=25.95638,-80.14057"
3401 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,287228,574,AMB PROPERTY LP,MA,Current,OZ: 91,1/6,"https://www.google.com/maps/search/?api=1&query=25.805924,-80.31028"
1995 NE 142 ST,North Miami,AUTOMOTIVE OR MARINE,266092,532,G1R FLORIDA LLC,TX,Current,CRA: North Miami,1/6,"https://www.google.com/maps/search/?api=1&query=25.907319,-80.159665"
15699 W DIXIE HWY,Hialeah,WAREHOUSE TERMINAL OR STG,171581,343,DIXIE STORAGE SPE LLC,NV,Current,OZ: 2.06,1/6,"https://www.google.com/maps/search/?api=1&query=25.91926,-80.156931"
800 TENNESSEE RD,Miami-Dade County,MULTIFAMILY 10 UNITS PLUS,165761,331,POAH CAMPBELL ARMS LLC,MA,Current,OZ: 110.01,1/6,"https://www.google.com/maps/search/?api=1&query=25.478927,-80.461425"
1396 NE 125 ST,North Miami,WAREHOUSE TERMINAL OR STG,154423,308,1396 NE 125TH LLC,CA,Current,CRA: North Miami,1/6,"https://www.google.com/maps/search/?api=1&query=25.890301,-80.171613"
3409 NW 72 AVE,Miami,WAREHOUSE TERMINAL OR STG,151039,302,AMB PROPERTY LP,MA,Current,OZ: 91,1/6,"https://www.google.com/maps/search/?api=1&query=25.807112,-80.31061"
850 NE 2 AVE,Miami,STORE,510504,1021,MWC RETAIL LLC,FL,Current,CRA: SE  Overtown/Park West,0/6,"https://www.google.com/maps/search/?api=1&query=25.782263,-80.190856"
50 NE 32 ST,Miami,STORE,324208,648,CCB ASSOCIATES 39 LLC,FL,Current,CRA: Midtown Miami,0/6,"https://www.google.com/maps/search/?api=1&query=25.80665,-80.1941"
50 NE 32 ST,Miami,STORE,324208,648,CCB ASSOCIATES 39 LLC,FL,Current,CRA: Midtown Miami,0/6,"https://www.google.com/maps/search/?api=1&query=25.806653,-80.193916"
495 NW 71 ST,Miami,MULTIFAMILY 10 UNITS PLUS,194329,388,THE YOUNG MENS CHRISTIAN,FL,Current,OZ: 14.01,0/6,"https://www.google.com/maps/search/?api=1&query=25.840184,-80.204259"
2970 NW 75 AVE,Miami,WAREHOUSE TERMINAL OR STG,188043,376,AJA PROPERTIES # 6,FL,Current,OZ: 91,0/6,"https://www.google.com/maps/search/?api=1&query=25.801473,-80.318919"
500 17 ST,Miami Beach,ENCLOSED THEATER/AUDITORIUM,186654,373,CITY OF MIAMI BEACH,FL,Current,CRA: Miami Beach City Center,0/6,"https://www.google.com/maps/search/?api=1&query=25.791724,-80.133255"
14800 SOLE MIA WAY,North Miami,STORE,184816,369,CITY OF NORTH MIAMI FINANCE DEPT,FL,Current,CRA: North Miami + OZ: 1.09,0/6,"https://www.google.com/maps/search/?api=1&query=25.912875,-80.153665"
8272 NW S RIVER DR,Miami,WAREHOUSE TERMINAL OR STG,179733,359,MIAMI MEDLEY BUSINESS IND PK LLC,FL,Current,OZ: 91,0/6,"https://www.google.com/maps/search/?api=1&query=25.848761,-80.316873"
14536 SW 284 ST,Homestead,MULTIFAMILY 10 UNITS PLUS,156548,313,VILLA CAPRI III ASSOCIATES LTD,FL,Current,CRA: Naranja,0/6,"https://www.google.com/maps/search/?api=1&query=25.504868,-80.427076"
6600 NW 74 AVE,Miami,WAREHOUSE TERMINAL OR STG,137904,275,AMERICAN GIFT CORP,FL,Current,OZ: 91,0/6,"https://www.google.com/maps/search/?api=1&query=25.834353,-80.318286"
2370 NW 17 AVE,Miami,MULTIFAMILY 10 UNITS PLUS,136462,272,THE YOUNG MENS CHRISTIAN,FL,Current,OZ: 24.02,0/6,"https://www.google.com/maps/search/?api=1&query=25.799088,-80.223724"
5601 NW 159 ST,Hialeah,WAREHOUSE TERMINAL OR STG,124126,248,VIDA ABUNDANTE INC,FL,Current,OZ: 5.01,0/6,"https://www.google.com/maps/search/?api=1&query=25.918273,-80.291153"
18350 NW 7 AVE,Miami Gardens,COMMUNITY SHOPPING CENTER,120835,241,MIAMI GARDENS HOLDINGS LLC,FL,Current,OZ: 99.05,0/6,"https://www.google.com/maps/search/?api=1&query=25.943876,-80.214556"
